list_name_encoded,request_date,rank,title,bestsellers_date,published_date,previous_published_date,list_name,list_display_name,publisher,author,isbn
young-adult-paperback-monthly,2020-11-01,5,THE BOY IN THE STRIPED PAJAMAS,2020-10-31,2020-11-15,2020-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Random House,John Boyne,9780385751537
young-adult-paperback-monthly,2020-11-01,6,THEY BOTH DIE AT THE END,2020-10-31,2020-11-15,2020-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2020-11-01,7,LONG WAY DOWN,2020-10-31,2020-11-15,2020-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2020-11-01,8,I AM NOT YOUR PERFECT MEXICAN DAUGHTER,2020-10-31,2020-11-15,2020-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Erika L. Sánchez,9781524700515
young-adult-paperback-monthly,2020-11-01,9,ALL AMERICAN BOYS,2020-10-31,2020-11-15,2020-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds and Brendan Kiely,9781481463348
young-adult-paperback-monthly,2020-11-01,10,AN EMBER IN THE ASHES,2020-10-31,2020-11-15,2020-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Razorbill,Sabaa Tahir,9780593206935
young-adult-paperback-monthly,2020-12-01,1,WE WERE LIARS,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2020-12-01,2,THE BOOK THIEF,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2020-12-01,3,DEAR MARTIN,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Nic Stone,9781101939529
young-adult-paperback-monthly,2020-12-01,4,THEY BOTH DIE AT THE END,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2020-12-01,5,FIVE TOTAL STRANGERS,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Sourcebooks Fire,Natalie D Richards,9781492657217
young-adult-paperback-monthly,2020-12-01,6,SIX OF CROWS,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2020-12-01,7,THE BOY IN THE STRIPED PAJAMAS,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Random House,John Boyne,9780385751537
young-adult-paperback-monthly,2020-12-01,8,I AM NOT YOUR PERFECT MEXICAN DAUGHTER,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Erika L. Sánchez,9781524700515
young-adult-paperback-monthly,2020-12-01,9,THE GRACE YEAR,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Wednesday,Kim Liggett,9781250145451
young-adult-paperback-monthly,2020-12-01,10,SERPENT AND DOVE,2020-11-28,2020-12-13,2020-11-01,Young Adult Paperback Monthly,Young Adult Paperback,HarperTeen,Shel Mahurin,9780062878038
young-adult-paperback-monthly,2021-01-01,1,WE WERE LIARS,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-01-01,2,THEY BOTH DIE AT THE END,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-01-01,3,THE BOOK THIEF,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-01-01,4,SIX OF CROWS,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-01-01,5,FIVE TOTAL STRANGERS,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Sourcebooks Fire,Natalie D Richards,9781492657217
young-adult-paperback-monthly,2021-01-01,6,ALL THE BRIGHT PLACES,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Jennifer Niven,9780385755917
young-adult-paperback-monthly,2021-01-01,7,I AM NOT YOUR PERFECT MEXICAN DAUGHTER,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Erika L. Sánchez,9781524700515
young-adult-paperback-monthly,2021-01-01,8,AN EMBER IN THE ASHES,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Razorbill,Sabaa Tahir,9780593206935
young-adult-paperback-monthly,2021-01-01,9,DEAR MARTIN,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Nic Stone,9781101939529
young-adult-paperback-monthly,2021-01-01,10,SERPENT AND DOVE,2021-01-02,2021-01-17,2020-12-01,Young Adult Paperback Monthly,Young Adult Paperback,HarperTeen,Shel Mahurin,9780062878038
young-adult-paperback-monthly,2021-02-01,1,WE WERE LIARS,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-02-01,2,THEY BOTH DIE AT THE END,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-02-01,3,A GOOD GIRL'S GUIDE TO MURDER,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-02-01,4,THE BOOK THIEF,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-02-01,5,LONG WAY DOWN,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2021-02-01,6,SIX OF CROWS,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-02-01,7,THE BOY IN THE STRIPED PAJAMAS,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Random House,John Boyne,9780385751537
young-adult-paperback-monthly,2021-02-01,8,DEAR MARTIN,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Nic Stone,9781101939529
young-adult-paperback-monthly,2021-02-01,9,KING OF SCARS,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250618979
young-adult-paperback-monthly,2021-02-01,10,ALL THE BRIGHT PLACES,2021-01-30,2021-02-14,2021-01-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Jennifer Niven,9780385755917
young-adult-paperback-monthly,2021-03-01,1,WE WERE LIARS,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-03-01,2,THEY BOTH DIE AT THE END,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-03-01,3,A GOOD GIRL'S GUIDE TO MURDER,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-03-01,4,SIX OF CROWS,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-03-01,5,THE BOOK THIEF,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-03-01,6,ALL THE STARS AND TEETH,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Adalyn Grace,9781250762801
young-adult-paperback-monthly,2021-03-01,7,SERPENT AND DOVE,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,HarperTeen,Shel Mahurin,9780062878038
young-adult-paperback-monthly,2021-03-01,8,THE BOY IN THE STRIPED PAJAMAS,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Random House,John Boyne,9780385751537
young-adult-paperback-monthly,2021-03-01,9,THIS BOOK IS ANTI-RACIST,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Frances Lincoln,Tiffany Jewell.,9780711245211
young-adult-paperback-monthly,2021-03-01,10,CROOKED KINGDOM,2021-02-27,2021-03-14,2021-02-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076977
young-adult-paperback-monthly,2021-04-01,1,THEY BOTH DIE AT THE END,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-04-01,2,WE WERE LIARS,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-04-01,3,THE LAKE,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Delacorte,Natasha Preston,9780593124970
young-adult-paperback-monthly,2021-04-01,4,A GOOD GIRL'S GUIDE TO MURDER,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-04-01,5,SIX OF CROWS,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-04-01,6,THE DOWNSTAIRS GIRL,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Penguin,Stacey Lee,9781524740979
young-adult-paperback-monthly,2021-04-01,7,THE BOOK THIEF,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-04-01,8,THE BOY IN THE STRIPED PAJAMAS,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Random House,John Boyne,9780385751537
young-adult-paperback-monthly,2021-04-01,9,ALL THE BRIGHT PLACES,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Jennifer Niven,9780385755917
young-adult-paperback-monthly,2021-04-01,10,SERPENT AND DOVE,2021-04-03,2021-04-18,2021-03-01,Young Adult Paperback Monthly,Young Adult Paperback,HarperTeen,Shel Mahurin,9780062878038
young-adult-paperback-monthly,2021-05-01,1,THEY BOTH DIE AT THE END,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-05-01,2,WE WERE LIARS,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-05-01,3,SIX OF CROWS,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-05-01,4,A GOOD GIRL'S GUIDE TO MURDER,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-05-01,5,CROOKED KINGDOM,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076977
young-adult-paperback-monthly,2021-05-01,6,THE LAKE,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Delacorte,Natasha Preston,9780593124970
young-adult-paperback-monthly,2021-05-01,7,THE BOOK THIEF,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-05-01,8,THE DOWNSTAIRS GIRL,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Penguin,Stacey Lee,9781524740979
young-adult-paperback-monthly,2021-05-01,9,THE BOY IN THE STRIPED PAJAMAS,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Random House,John Boyne,9780385751537
young-adult-paperback-monthly,2021-05-01,10,LONG WAY DOWN,2021-05-01,2021-05-16,2021-04-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2021-06-01,1,THEY BOTH DIE AT THE END,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-06-01,2,WE WERE LIARS,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-06-01,3,SIX OF CROWS,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-06-01,4,CROOKED KINGDOM,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076977
young-adult-paperback-monthly,2021-06-01,5,A GOOD GIRL'S GUIDE TO MURDER,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-06-01,6,THE SUN IS ALSO A STAR,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Nicola Yoon,9780553496710
young-adult-paperback-monthly,2021-06-01,7,KING OF SCARS,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250618979
young-adult-paperback-monthly,2021-06-01,8,THE LAKE,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Delacorte,Natasha Preston,9780593124970
young-adult-paperback-monthly,2021-06-01,9,LONG WAY DOWN,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2021-06-01,10,WITH THE FIRE ON HIGH,2021-05-29,2021-06-13,2021-05-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Elizabeth Acevedo,9780062662842
young-adult-paperback-monthly,2021-07-01,1,THEY BOTH DIE AT THE END,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-07-01,2,WE WERE LIARS,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-07-01,3,SIX OF CROWS,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-07-01,4,A GOOD GIRL'S GUIDE TO MURDER,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-07-01,5,CROOKED KINGDOM,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076977
young-adult-paperback-monthly,2021-07-01,6,THE BOOK THIEF,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-07-01,7,ALL AMERICAN BOYS,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds and Brendan Kiely,9781481463348
young-adult-paperback-monthly,2021-07-01,8,THE SUN IS ALSO A STAR,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Nicola Yoon,9780553496710
young-adult-paperback-monthly,2021-07-01,9,THE LAKE,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Delacorte,Natasha Preston,9780593124970
young-adult-paperback-monthly,2021-07-01,10,KING OF SCARS,2021-07-03,2021-07-18,2021-06-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250618979
young-adult-paperback-monthly,2021-08-01,1,THEY BOTH DIE AT THE END,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-08-01,2,WE WERE LIARS,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-08-01,3,A GOOD GIRL'S GUIDE TO MURDER,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-08-01,4,SIX OF CROWS,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-08-01,5,THE BOOK THIEF,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-08-01,6,THE LAKE,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Delacorte,Natasha Preston,9780593124970
young-adult-paperback-monthly,2021-08-01,7,CROOKED KINGDOM,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076977
young-adult-paperback-monthly,2021-08-01,8,14 WAYS TO DIE,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Sourcebooks Fire,Vincent Ralph,9781728231860
young-adult-paperback-monthly,2021-08-01,9,LONG WAY DOWN,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2021-08-01,10,THE INHERITANCE GAMES,2021-07-31,2021-08-15,2021-07-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Jennifer Lynn Barnes,9780759555402
young-adult-paperback-monthly,2021-09-01,1,THEY BOTH DIE AT THE END,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-09-01,2,WE WERE LIARS,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-09-01,3,A GOOD GIRL'S GUIDE TO MURDER,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Holly Jackson,9781984896391
young-adult-paperback-monthly,2021-09-01,4,14 WAYS TO DIE,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Sourcebooks Fire,Vincent Ralph,9781728231860
young-adult-paperback-monthly,2021-09-01,5,SIX OF CROWS,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-09-01,6,THE INHERITANCE GAMES,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Jennifer Lynn Barnes,9780759555402
young-adult-paperback-monthly,2021-09-01,7,THE BOOK THIEF,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-09-01,8,LONG WAY DOWN,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2021-09-01,9,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Sherman Alexie.,9780316013697
young-adult-paperback-monthly,2021-09-01,10,THE LAKE,2021-08-28,2021-09-12,2021-08-01,Young Adult Paperback Monthly,Young Adult Paperback,Delacorte,Natasha Preston,9780593124970
young-adult-paperback-monthly,2021-10-01,1,THEY BOTH DIE AT THE END,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-10-01,2,WE WERE LIARS,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-10-01,3,THE INHERITANCE GAMES,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Jennifer Lynn Barnes,9780759555402
young-adult-paperback-monthly,2021-10-01,4,THE LIGHT IN HIDDEN PLACES,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Scholastic,Sharon Cameron,9781338815795
young-adult-paperback-monthly,2021-10-01,5,LONG WAY DOWN,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2021-10-01,6,SIX OF CROWS,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-10-01,7,THE BOOK THIEF,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-10-01,8,GIRL IN PIECES,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Kathleen Glasgow,9781101934746
young-adult-paperback-monthly,2021-10-01,9,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Sherman Alexie.,9780316013697
young-adult-paperback-monthly,2021-10-01,10,THE LAKE,2021-10-02,2021-10-17,2021-09-01,Young Adult Paperback Monthly,Young Adult Paperback,Delacorte,Natasha Preston,9780593124970
young-adult-paperback-monthly,2021-11-01,1,THEY BOTH DIE AT THE END,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-11-01,2,WE WERE LIARS,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-11-01,3,GIRL IN PIECES,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Kathleen Glasgow,9781101934746
young-adult-paperback-monthly,2021-11-01,4,THE INHERITANCE GAMES,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Jennifer Lynn Barnes,9780759555402
young-adult-paperback-monthly,2021-11-01,5,THE BOOK THIEF,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-11-01,6,SIX OF CROWS,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-11-01,7,THE LIGHT IN HIDDEN PLACES,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Scholastic,Sharon Cameron,9781338815795
young-adult-paperback-monthly,2021-11-01,8,NONE SHALL SLEEP,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Ellie Marney,9780316497848
young-adult-paperback-monthly,2021-11-01,9,KINGDOM OF THE WICKED,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,jimmy patterson,Kerri Maniscalco,9780316428453
young-adult-paperback-monthly,2021-11-01,10,LONG WAY DOWN,2021-10-30,2021-11-14,2021-10-01,Young Adult Paperback Monthly,Young Adult Paperback,Atheneum/Caitlyn Dlouhy,Jason Reynolds,9781481438261
young-adult-paperback-monthly,2021-12-01,1,THEY BOTH DIE AT THE END,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Quill Tree,Adam Silvera,9780062457806
young-adult-paperback-monthly,2021-12-01,2,WE WERE LIARS,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,E. Lockhart,9780385741279
young-adult-paperback-monthly,2021-12-01,3,GIRL IN PIECES,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Kathleen Glasgow,9781101934746
young-adult-paperback-monthly,2021-12-01,4,THE INHERITANCE GAMES,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,"Little, Brown",Jennifer Lynn Barnes,9780759555402
young-adult-paperback-monthly,2021-12-01,5,THE BOOK THIEF,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Knopf,Markus Zusak,9780375842207
young-adult-paperback-monthly,2021-12-01,6,SIX OF CROWS,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Square Fish,Leigh Bardugo,9781250076960
young-adult-paperback-monthly,2021-12-01,7,SEVEN DIRTY SECRETS,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Sourcebooks Fire,Natalie D. Richards,9781728215785
young-adult-paperback-monthly,2021-12-01,8,THE GRIMROSE GIRLS,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Sourcebooks Fire,Laura Pohl,9781728228877
young-adult-paperback-monthly,2021-12-01,9,ALL THE BRIGHT PLACES,2021-11-27,2021-12-12,2021-11-01,Young Adult Paperback Monthly,Young Adult Paperback,Ember,Jennifer Niven,9780385755917
