list_name_encoded,request_date,rank,title,bestsellers_date,published_date,previous_published_date,list_name,list_display_name,publisher,author,isbn
audio-nonfiction,2024-04-01,8,THE ANXIOUS GENERATION,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Jonathan Haidt,9780593829097
audio-nonfiction,2024-04-01,9,SAPIENS,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,HarperAudio,Yuval Noah Harari,9780062796233
audio-nonfiction,2024-04-01,10,ELON MUSK,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Walter Isaacson,9781797162263
audio-nonfiction,2024-04-01,11,THE WOMAN IN ME,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Britney Spears,9781797159515
audio-nonfiction,2024-04-01,12,EXTREME OWNERSHIP,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,Macmillan Audio,Jocko Willink and Leif Babin,9781427264305
audio-nonfiction,2024-04-01,13,KILLERS OF THE FLOWER MOON,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,David Grann,9780307747457
audio-nonfiction,2024-04-01,14,SPARE,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Prince Harry,9780593675090
audio-nonfiction,2024-04-01,15,BLOOD MONEY,2024-03-30,2024-04-14,2024-03-01,Audio Nonfiction,Audio Nonfiction,HarperAudio,Peter Schweizer,9780063061224
audio-nonfiction,2024-05-01,1,THE ANXIOUS GENERATION,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Jonathan Haidt,9780593829097
audio-nonfiction,2024-05-01,2,I'M GLAD MY MOM DIED,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Jennette McCurdy,9781797147949
audio-nonfiction,2024-05-01,3,NUCLEAR WAR,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Annie Jacobsen,9780593869635
audio-nonfiction,2024-05-01,4,OUTLIVE,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Peter Attia with Bill Gifford,9780593664445
audio-nonfiction,2024-05-01,5,GREENLIGHTS,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Matthew McConaughey,9780593294185
audio-nonfiction,2024-05-01,6,THE BODY KEEPS THE SCORE,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Bessel van der Kolk,9780593412701
audio-nonfiction,2024-05-01,7,REBEL RISING,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Rebel Wilson,9781797163987
audio-nonfiction,2024-05-01,8,EXTREME OWNERSHIP,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Macmillan Audio,Jocko Willink and Leif Babin,9781427264305
audio-nonfiction,2024-05-01,9,AGE OF REVOLUTIONS,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Fareed Zakaria,9781442377011
audio-nonfiction,2024-05-01,10,AN UNFINISHED LOVE STORY,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Doris Kearns Goodwin,9781797168982
audio-nonfiction,2024-05-01,11,ELON MUSK,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Walter Isaacson,9781797162263
audio-nonfiction,2024-05-01,12,SOCIOPATH,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Patric Gagne,9781797170770
audio-nonfiction,2024-05-01,13,BAD THERAPY,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Abigail Shrier,9780593867556
audio-nonfiction,2024-05-01,14,THE WOMAN IN ME,2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Britney Spears,9781797159515
audio-nonfiction,2024-05-01,15,"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",2024-04-27,2024-05-12,2024-04-01,Audio Nonfiction,Audio Nonfiction,Macmillan Audio,Matthew Perry,9781250867070
audio-nonfiction,2024-06-01,1,THE ANXIOUS GENERATION,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Jonathan Haidt,9780593829097
audio-nonfiction,2024-06-01,2,THE DEMON OF UNREST,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Erik Larson,9780593828519
audio-nonfiction,2024-06-01,3,BITS AND PIECES,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Blackstone Audio,Whoopi Goldberg,9798200918539
audio-nonfiction,2024-06-01,4,I'M GLAD MY MOM DIED,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Jennette McCurdy,9781797147949
audio-nonfiction,2024-06-01,5,OUTLIVE,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Peter Attia with Bill Gifford,9780593664445
audio-nonfiction,2024-06-01,6,THE BODY KEEPS THE SCORE,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Bessel van der Kolk,9780593412701
audio-nonfiction,2024-06-01,7,WHAT THIS COMEDIAN SAID WILL SHOCK YOU,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Bill Maher,9781797177076
audio-nonfiction,2024-06-01,8,GREENLIGHTS,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Matthew McConaughey,9780593294185
audio-nonfiction,2024-06-01,9,THE SITUATION ROOM,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Hachette Audio,George Stephanopoulos with Lisa Dickey,9781668639801
audio-nonfiction,2024-06-01,10,FOR LOVE OF COUNTRY,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Oasis Audio,Tulsi Gabbard,9781645557425
audio-nonfiction,2024-06-01,11,AN UNFINISHED LOVE STORY,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Doris Kearns Goodwin,9781797168982
audio-nonfiction,2024-06-01,12,THE END OF EVERYTHING,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Hachette Audio,Victor Davis Hanson,9781549174223
audio-nonfiction,2024-06-01,13,NUCLEAR WAR,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Annie Jacobsen,9780593869635
audio-nonfiction,2024-06-01,14,EXTREME OWNERSHIP,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Macmillan Audio,Jocko Willink and Leif Babin,9781427264305
audio-nonfiction,2024-06-01,15,SOCIOPATH,2024-06-01,2024-06-16,2024-05-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Patric Gagne,9781797170770
audio-nonfiction,2024-07-01,1,THE ANXIOUS GENERATION,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Jonathan Haidt,9780593829097
audio-nonfiction,2024-07-01,2,ON CALL,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Anthony S. Fauci,9780593950562
audio-nonfiction,2024-07-01,3,THE DEMON OF UNREST,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Erik Larson,9780593828519
audio-nonfiction,2024-07-01,4,OUTLIVE,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Peter Attia with Bill Gifford,9780593664445
audio-nonfiction,2024-07-01,5,WHAT THIS COMEDIAN SAID WILL SHOCK YOU,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Bill Maher,9781797177076
audio-nonfiction,2024-07-01,6,THE BODY KEEPS THE SCORE,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Bessel van der Kolk,9780593412701
audio-nonfiction,2024-07-01,7,I'M GLAD MY MOM DIED,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Simon & Schuster Audio,Jennette McCurdy,9781797147949
audio-nonfiction,2024-07-01,8,CHAOS,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Hachette Audio,Tom O'Neill with Dan Piepenbring,9781478998990
audio-nonfiction,2024-07-01,9,GREENLIGHTS,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Random House Audio,Matthew McConaughey,9780593294185
audio-nonfiction,2024-07-01,10,THE WAR ON WARRIORS,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,HarperAudio,Pete Hegseth,9780063389434
audio-nonfiction,2024-07-01,11,BITS AND PIECES,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Blackstone Audio,Whoopi Goldberg,9798200918539
audio-nonfiction,2024-07-01,12,THE FRIDAY AFTERNOON CLUB,2024-06-29,2024-07-14,2024-06-01,Audio Nonfiction,Audio Nonfiction,Penguin Audio,Griffin Dunne,9780593864432
